"electorate","constituency_code","candidate_code","ballot_position","candidate_name_eng","candidate_name_dari","candidate_name_pashto","candidate_gender","party_name_dari","party_eng_transliterated","party_eng_translated","registered_party_number","preliminary_winner","final_winner","past_winners","prelim_winner_2010","final_winner_2010","past_winners_matched_to_2010_codes","final_winner_2005","past_winners_matched_to_2005_codes"
"General","G-24","24-1249-26",28,"Mohammad Zaman Atrafi","محمد زمان اطرافی","محمد زمان اطرافی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1665-130",29,"Zaman Ibrahimi","زمان ابراهیمی ","زمان ابراهیمی ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1157-134",30,"Subhan Danesh","سبحان دانش","سبحان دانش","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1001-20",31,"Dr Nawroz Saberi"," دکتر نوروز صابری "," دکتر نوروز صابری ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1149-131",32,"Zahra Sorosh","زهرا سروش ","زهرا سروش ","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1005-86",33,"haji Sayed Isshaq Akhlaaqi","حاجی سیداسحق اخلاقی","حاجی سیداسحق اخلاقی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1141-79",34,"Mohammad Amin Ghairat","محمد امین غیرت","محمد امین غیرت","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1297-16",35,"Raihana Azad","ریحانه آزاد","ریحانه آزاد","F","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES","Yes","Yes","Yes",5794705,NA,NA
"General","G-24","24-1233-115",36,"Amena Aalemizadah","آمنه عالمی زاده","آمنه عالمی زاده","F","حزب وحدت اسالمی افغانستان","Hezb-e Wahdat Islami Afghanistan","Islamic Unity Party of Afghanistan","5","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1697-30",37,"Mohammad Hussain Amiri","محمد حسین امیری","محمد حسین امیری","M",NA,NA,NA,NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1461-83",38,"Sayed Yaqoot shah Jawadi","سیدیاقوت شاه جوادی","سیدیاقوت شاه جوادی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1577-137",39,"Mohammad Hussain Nasrat","محمد حسین نصرت ","محمد حسین نصرت ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1329-77",40,"Benazir Sadaqat","بینظیر صداقت","بینظیر صداقت","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-24","24-1197-16",41,"Mohammad Yousuf Yaqoobi","محمد یو سف یعقوبی","محمد یو سف یعقوبی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-25","25-1505-13",1,"Hajera Aryoubi","هاجره آریوبی","هاجره آریوبی","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-25","25-1021-18",2,"Ahmad Shah Sahebzada","احمدشاه صاحبزاده","احمدشاه صاحبزاده","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-25","25-1581-30",3,"Alhaj Abdul Maalek Mutaqi","الحاج عبدالمالک متقی","الحاج عبدالمالک متقی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-25","25-1093-23",4,"Noorulhaq Akhondzadah","نورالحق اخنذاده","نورالحق اخنذاده","M","د افغانستان د ملی وحدت ولسی تحریک","De Afghanistan de Milli Wahdat Wolesi Tahrik","National Unity and Public Movement Party of Afghanistan","12","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-25","25-1173-11",5,"Hazrat Shah Barikzai","حضرت شاه بارکزی","حضرت شاه بارکزی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-25","25-1593-33",6,"Besmellah jaan Mohammad ","بسم الله جان محمد ","بسم الله جان محمد ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES",NA,NA,NA,NA,NA,NA
"General","G-25","25-1313-24",7,"Qudratullah Rahimi","قدرت الله رحیمی","قدرت الله رحیمی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES","Yes","Yes","No",6230730,NA,NA
"General","G-25","25-1433-25",8,"Aminullah Khaleqi","امین الله خالقی","امین الله خالقی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-25","25-1009-12",9,"Rahmatullah Faiz","رحمت الله فیض","رحمت الله فیض","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-25","25-1637-41",10,"Nargis Naderi","نرګس نادری","نرګس نادری","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-25","25-1605-15",11,"Sharif Uruzgani","شریف ارزګانی","شریف ارزګانی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-25","25-1601-1",12,"Bibi Gullalai Mohammadi","بی بی ګلالی محمدی","بی بی ګلالی محمدی","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","YES",NA,NA,NA,NA,NA,NA
"General","G-25","25-1585-31",13,"Sona Nilofar","سونا نیلوفر","سونا نیلوفر","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-25","25-1061-22",14,"Mohammad Zaher Salary","محمد ظاهر سالاری","محمد ظاهر سالاری","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-25","25-1133-20",15,"Sultani Komaki","سلطانه کومکی","سلطانه کومکی","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-25","25-1577-14",16,"Mirajaan Barikzai","میراجان بارکزی","میراجان بارکزی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-25","25-1169-2",17,"Nematullah Akbari","نعمت الله اکبری","نعمت الله اکبری","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-25","25-1141-8",18,"Nasibullah Watanwal","نصیب الله وطنوال","نصیب الله وطنوال","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-25","25-1553-6",19,"Hayatullah Khoshhal","حیات الله خوشحال","حیات الله خوشحال","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-25","25-1389-17",20,"Nazar Mohammad Nazari","نظر محمد نظری","نظر محمد نظری","M","د افغانستان د ملی وحدت ولسی تحریک","De Afghanistan de Milli Wahdat Wolesi Tahrik","National Unity and Public Movement Party of Afghanistan","12","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-25","25-1161-29",21,"Feroza Uruzgani","فیروزه آرزګانی","فیروزه آرزګانی","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-25","25-1461-28",22,"Shamshad Qezelbash","شمشاد قزلباش","شمشاد قزلباش","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-25","25-1297-3",23,"Dranil Noorzai","درانیل نورزی","درانیل نورزی","F","د افغانستان د ملی وحدت ولسی تحریک","De Afghanistan de Milli Wahdat Wolesi Tahrik","National Unity and Public Movement Party of Afghanistan","12","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-25","25-1273-19",24,"Anosha Barikzai","انوشه بارکزی","انوشه بارکزی","F","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","NO",NA,NA,NA,NA,NA,NA
"General","G-25","25-1397-27",25,"Shir Mohammad Afghanzai","شیر محمد افغانزی","شیر محمد افغانزی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-26","26-1305-34",1,"Torpekai Sulaimankhelah","تورپیکی سلیمانخیله ","تورپیکی سلیمانخیله ","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-26","26-1581-40",2,"Haji Mohammad Dawood Gullzar","حاجی محمدداؤد ګلزار","حاجی محمدداؤد ګلزار","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-26","26-1142-10",3,"Haji Mohammad Hashem Grani","حاجی محمد هاشم  ګرانی","حاجی محمد هاشم  ګرانی","M","حزب اسالمی افغانستان","Hezb-e Islami Afghanistan","Islamic Party of Afghanistan","26","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-26","26-1329-33",4,"Fawzia Younus Kakar","فوزیه یونس کاکړ","فوزیه یونس کاکړ","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-26","26-1461-2",5,"Abdul Qader Qalatwal","عبدالقادر قلاتوال","عبدالقادر قلاتوال","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES","Yes","No","Yes",6998194,NA,NA
"General","G-26","26-1273-7",6,"Zahra Tokhi","زهرا توخی ","زهرا توخی ","F","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES",NA,NA,NA,NA,NA,NA
"General","G-26","26-1545-45",7,"Abdulhaq Patan","عبدالحق پټان ","عبدالحق پټان ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-26","26-1021-46",8,"Mohammad Rasool Aziz","محمدرسول خان عزیز","محمدرسول خان عزیز","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-26","26-1157-1",9,"Abdul Habib Andiwal","عبدالحبیب انډیوال","عبدالحبیب انډیوال","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO","Yes","No","Yes",102410804,NA,NA
"General","G-26","26-1250-16",10,"Dr Mohammad Younus Hairan","داکترمحمدیونس حیران","داکترمحمدیونس حیران","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-26","26-1009-19",11,"Haji Enayatullah Hotak","حاجی عنایت الله  هوتک","حاجی عنایت الله  هوتک","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-26","26-1565-48",12,"Wazhma Tokhi","وږمه توخی ","وږمه توخی ","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-26","26-1161-43",13,"Sayed Ahmad Hairan","سیداحمد حیران","سیداحمد حیران","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-26","26-1541-12",14,"Noor Agha Shahidzoi","نورآغا شهیدزوی","نورآغا شهیدزوی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-26","26-1593-5",15,"Hamidullah Tokhi","حمیدالله  توخی","حمیدالله  توخی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES","Yes","Yes","No",11382256,"Yes","29-90-0003"
"General","G-26","26-1265-21",16,"Sadullah Kakar","سعدالله  کاکړ","سعدالله  کاکړ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-26","26-1093-3",17,"Haji Abdul Wali Wali","حاجی عبدالولی  ولی ","حاجی عبدالولی  ولی ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-26","26-1001-22",18,"Mohammad Ismail Zabuli","محمد اسماعیل زابلی","محمد اسماعیل زابلی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-26","26-1505-23",19,"Dr Zaher Shah Rashidi","داکتر ظاهرشاه  رشیدی","داکتر ظاهرشاه  رشیدی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-26","26-1266-37",20,"Shabana Khoshhal","شبانه خوشحال","شبانه خوشحال","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-26","26-1637-50",21,"Neda-ul-Haq Shamlzai","نداء الحق  شملزیی","نداء الحق  شملزیی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-26","26-1437-11",22,"Haji Abdul Salam Raketi","حاجی عبدالسلام راکیټی","حاجی عبدالسلام راکیټی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-26","26-1173-29",23,"Sediqa Jalali","صدیقه  جلالی","صدیقه  جلالی","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-26","26-1249-14",24,"Mohammad Iqbal Hotak","محمداقبال  هوتک","محمداقبال  هوتک","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-27","27-1177-21",1,"Gull Ahmad Kamin","ګل احمد   کمین ","ګل احمد   کمین ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES",NA,NA,NA,NA,NA,NA
"General","G-27","27-1601-29",2,"Salahuddin Hotak","صلاح الدین   هوتک ","صلاح الدین   هوتک ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-27","27-1093-47",3,"Sediqullah Fahim","صدیق الله فهیم","صدیق الله فهیم","M","د افغانستان ولسی حرکت ګوند","De Afghanistan Wolesi Harakat Gond","The People Movement Party of Afghanistan","58","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-27","27-1186-17",4,"Haji Mohammad Ibrahim Alokozai","حاجي محمد ابراهیم الکوزی","حاجي محمد ابراهیم الکوزی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-27","27-1809-6114",5,"Ghullam Mohaiuddin Muslim","غلام محی الدین مسلم","غلام محی الدین مسلم","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-27","27-1021-6",6,"Haji Naqibullah Hakimi","حاجي نقیب الله  حکیمي","حاجي نقیب الله  حکیمي","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-27","27-1309-61",7,"Jaanan Gullzai","جانان ګلزی","جانان ګلزی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-27","27-1078-39",8,"Ahmad Wali Asekzai","احمدولی اڅګزی","احمدولی اڅګزی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-27","27-1305-23",9,"Haji Saifullah Noorzai","حاجی سیف الله نورزي","حاجی سیف الله نورزي","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-27","27-1413-20",10,"Mahmood Jalali","محمود    جلالي ","محمود    جلالي ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-27","27-1150-17",11,"Abdul Jalil","عبدالجلیل ","عبدالجلیل ","M","حزب اسالمی افغانستان","Hezb-e Islami Afghanistan","Islamic Party of Afghanistan","26","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-27","27-1605-68",12,"Mohammad Qasim Qaderi","محمد قسیم  قادري ","محمد قسیم  قادري ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-27","27-1221-3",13,"Khalid Pashton","خالد   پښتون ","خالد   پښتون ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO","Yes","No","Yes",5689360,"Yes","28-43-0005"
"General","G-27","27-1253-36",14,"Dr Abdul Hadi Zulhekmat","ډاکتر عبدالهادی ذوالحکمت","ډاکتر عبدالهادی ذوالحکمت","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-27","27-1405-26",15,"Khan Mohammad Isshaqzai","خان محمد اسحاق زی ","خان محمد اسحاق زی ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-27","27-1238-23",16,"Haji Bahauddin Quranyar","حاجي بهاوالدین  قرانیار","حاجي بهاوالدین  قرانیار","M","حزب اسالمی افغانستان","Hezb-e Islami Afghanistan","Islamic Party of Afghanistan","26","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-27","27-1157-52",17,"Nesar Ahmad Saleh","نثار احمد صالح","نثار احمد صالح","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-27","27-1193-54",18,"Ahmad Tariq","احمد طارق ","احمد طارق ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-27","27-1561-34",19,"Eng Mohammad Aref Noorzai","انجینر محمد عارف نورزی","انجینر محمد عارف نورزی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES",NA,NA,NA,NA,NA,NA
"General","G-27","27-1022-40",20,"Mohammad Qasim Abdal","محمد قسیم ابدال","محمد قسیم ابدال","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-27","27-1306-35",21,"Obaidullah Asekzai","عبیدالله اڅګزئي","عبیدالله اڅګزئي","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
